gene_id	gene_name	PS240001_53138_CA1_Reg_C_full	PS240007_53145_SUB_Reg_N_full	PS240010_53147_SUB_Bur_N_full	PS240016_53149_CA1_Reg_N_full	PS240019_53150_CA1_Reg_C_full	PS240028_53155_SUB_Reg_N_full	PS240037_53167_SUB_Bur_N_full	PS240046_53114_SUB_Bur_N_full	PS240089_53479_SUB_Bur_N_full	PS240090_54232_CA1_Reg_N_full	PS240091_54232_SUB_Bur_N_full	PS240092_54233_CA1_Reg_N_full	PS240093_54233_SUB_Reg_N_full	PS240094_54238_SUB_Reg_N_full	PS240095_54235_CA1_Reg_N_full	PS240096_54264_SUB_Reg_N_full	PS240097_54235_SUB_Reg_N_full	PS240098_54235_CA1_Reg_N_full	PS240099_54235_SUB_Reg_N_full	PS240100_53612_CA1_Reg_N_full	PS240101_53612_SUB_Reg_N_full	PS240102_53612_SUB_Reg_N_full	PS240103_53451_CA1_Reg_N_full	PS240104_53454_CA1_Reg_N_full	PS240105_53454_SUB_Bur_N_full	PS240106_54237_CA1_Reg_N_full	PS240107_54237_SUB_Bur_N_half	PS240108_54237_SUB_Reg_N_half	PS240109_54237_CA1_Reg_N_half	PS240110_53459_SUB_Reg_N_full
ENSMUSG00000000805	Car4	0	0	19	1	0	5	506	0	0	509	39	702.001	62	19	508	5	0	153	543	376	63	644	1	2	1	14	526	1	3142	1
ENSMUSG00000000811	Txnrd3	0	0	0	4	3	91	0	0	0	0	1031	29	0	0	0	0	0	0	79	7	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000000817	Fasl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000000823	Zfp512b	95.184	1109.815	2848.451	2090.623	365.752	2113.231	75.265	2034.517	518	7	852.478	1760.304	383	12	391.176	91.643	216.249	0	104.999	1454.987	1668.576	561	405	1818.389	66	87	298.902	313.713	21	13.43
ENSMUSG00000000826	Dnajc5	1240	8671	5725	2422.143	2668	7763.001	1144	725.002	5188.001	2631.999	2381	3643	2400	58	1518	3661	436	5077	1317	1134	433	2033.995	681	2811	2423	6590	1313	4225.999	4488	8048.001
ENSMUSG00000000827	Tpd52l2	0	191	3248.999	1263	1	388	901	590.001	1423.001	1837.999	666	2121	2171	44	2629.999	1177.001	419	27	2290.001	785	82	1603	2816.999	983	1665.999	4352	323	990.999	1519.001	7032
ENSMUSG00000000838	Fmr1	189	762.325	4152	0	881.326	1784	420	392	6912.001	1	832.116	8260.999	7	46	1502.102	4575.485	853.317	1322	3384.456	1130.291	418.445	2385.119	3736.884	0	3269.001	2377.16	2921	4412.514	3088.999	6
ENSMUSG00000000861	Bcl11a	1417.322	4962.745	1488.001	4217.94	4911	1578	5171.698	867.053	6787.518	219	2692.042	4487.001	4947.553	1321.802	1597.973	3460.628	1973.476	2751.11	2966.924	2405.001	3421.999	2539.876	1629.003	1093.031	2329.974	2899	2562.404	7.003	5296.436	403.48
ENSMUSG00000000869	Il4	0	0	4	2	4	27	8	28	0	0	0	66	20	1	13	20	23	29	8	3	9	0	0	1	6	17	0	20	28	0
ENSMUSG00000000876	Pxmp4	0	1	1170	1	85	481	14	8.102	1.001	4	34	18.909	791	19	454	1523.712	6	1	759	87	56	753	1392	171	3	12	500	1	95	3
ENSMUSG00000000881	Dlg3	22	4	26	0	0	203	119	525	1835	385	1317	1142.001	2377.001	22	897	1189	2687.999	3512	1909	277	922	1272.008	810	1090	561	758	25	4	2218	18
ENSMUSG00000000884	Gnb1l	3	5	0	9	0	3	377	7	0	174	1	1	262	1	4	8	2	3	49	69	39	2	5	4	2	505	409	1	6	4
ENSMUSG00000000889	Dbh	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000901	Mmp11	2.832	8.941	1.18	7.534	4.702	754	27.381	8.156	3.315	87.984	9.315	3.62	1.236	1	5.19	35.323	2.939	5.011	1.246	2.677	0	6.823	1.757	3.758	4.635	2.687	3.582	1.125	4.103	4.048
ENSMUSG00000000902	Smarcb1	1960	3	3125.442	78	1452	751	2330	1141.002	2	1199	925	2488	1341.012	21	814.001	3103.003	175.001	1374	2253.999	1551	603	1243	673	2287.064	1553.001	521.999	999	262	3828	1
ENSMUSG00000000903	Vpreb3	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000915	Hip1r	295.047	0	0	1087.999	0	906.85	3	225	5.508	7.292	564	15.619	529.898	30.953	2.847	59.257	103.601	356.456	504.553	204.245	128.431	13.531	8.285	33.889	372.759	987.71	1480.502	8.046	111	2910.001
ENSMUSG00000000916	Nsun5	1870.026	6977.999	1081.46	176	2364.159	941.702	29.863	1019	27.154	6.685	592.755	0	643.699	0	257.476	231.124	62.291	2934.221	55.935	29.851	150.339	368.208	1644.874	778.885	589.551	82.818	0	40.477	1798.493	1.927
ENSMUSG00000000934	Top1mt	553	1	0	1	0	2	816.995	0	0	0	0	0	57	1	33	1	1209	2	707	32	1	49	0	870	0	11	0	0	1069.993	0
ENSMUSG00000000938	Hoxa10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	2
ENSMUSG00000000942	Hoxa4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000948	Gm38393	1189.084	2.303	787.68	5	4.238	283.12	25	918.68	7.232	27.185	90.222	3145.44	113.255	10.125	318.896	279.692	638.877	1501.49	772.485	218.186	256.682	461.793	0	1	1675.73	889.064	1652.52	844.855	141.263	471.946
ENSMUSG00000000957	Mmp14	1	0	0	0	0	0	0	1	1	0	86	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0
ENSMUSG00000000958	Slc7a7	114.018	0	0	0	0	7.556	0	0	0	0	0	0	504	0	0	0	0	1	0	0	0	0	0	2413.071	0	0	0	0	804.895	0
ENSMUSG00000000959	Oxa1l	551.982	617	1953	0	2091	775.444	982	447	530	742	531	0	0	33	2019	606	2063	0	1582	812	108	507	1080	1379.93	1334	264	527	2001	2186.105	5565.001
ENSMUSG00000000976	Heatr6	2	1	97	0	0	227	1299	1	4	0	21	1757	443	10	142	151	445	2	1319	85	793	237	715.99	1372	0	15	166	100	1412	1
ENSMUSG00000000982	Ccl3	0	0	0	1586	0	0	531	0	0	652	0	0	9008	3	112	0	217	0	0	0	0	169	0	3926	0	7	0	1	0	0
ENSMUSG00000000983	Wfdc18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	19	0	0	0	0	1	0	0	0	0
ENSMUSG00000001014	Icam4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.019	0	0	0	0	0	0	2.349	0	0	0	1
ENSMUSG00000001016	Ilf2	3408.621	7994.999	5496.137	906.996	2707.527	2147.39	990.058	1487	266	872.879	2112.145	3060.473	1638.621	38.189	1970.825	2492.421	1539.999	3874.042	6161.658	725.613	227.685	767.916	9	2619	2866.935	2163.929	678.452	6214.234	1667.13	5
ENSMUSG00000001017	Chtop	533	5396.001	328	778	2204	1328	1158.999	1158	604	1725	3130	1083	3713	26	562	3151.999	3213	733	3342.999	1086	390	804	3908	3248.999	1773	5309.999	2808	2198.001	2478	9
ENSMUSG00000001018	Snapin	1401.38	0	845.863	138	721.473	546.61	2323.941	0	3467	2505.121	977.853	3811	1960.803	52.811	1572.163	790.4	1406	2498.957	1667.341	336.387	128.371	2300.084	2303	3197	1924.065	1375.072	1038.548	844.767	3880.869	3
ENSMUSG00000001020	S100a4	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0
ENSMUSG00000001021	S100a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000001023	S100a5	0	0	0	0	1461	149	0	0	0	0	0	0	0	224	6603	412	0	0	0	15	109	10767	1	0	0	5	404	1	0	2
ENSMUSG00000001025	S100a6	248	0	0	0	1884	0	842	0	0	624	33	1035	192	7	364.001	541	581	41	603	54	4	569	563.999	436	542.001	126	0	0	0	0
ENSMUSG00000001027	Scn4a	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
ENSMUSG00000001029	Icam2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	8	0	0	0	0
ENSMUSG00000001034	Mapk7	1647	0	1082	0	25	267	1.125	1905.897	0	0	387	1648	662	0	22	183	25	2284	0	5	82	62	1097.999	599.001	381	1	910.999	0	0	0
ENSMUSG00000001036	Epn2	1289	3	2343	1738	1325	18	1856	4983	0	3806	3650.999	267	1278.001	41	2584	1554	2261	526	1386.999	7416	2148	1264	6757	775	2319	237.001	276	14	3403	5167
ENSMUSG00000001039	B9d1	619	0	1643.001	320	36	6	0	0	370	27	935	0	2	9	543	0	177	0	119	44	29	348	0	357	297.001	247	4	806	952	0
ENSMUSG00000001052	Sec24b	1096	3174	1874	1576	0	1090	1740	0	0	4	1219	485	672	20	1757	340	14	981	1663	1258.018	3098	101	398	1201.001	996	73	1969	1755	1	92
ENSMUSG00000001053	N4bp3	1102	0	0	0	0	1	0	1	0	0	0	2	0	5	219	2670	504	763	42	93	3	327	916	393	665	544	0	0	943	2
ENSMUSG00000001054	Rmnd5b	1383.359	5210.255	2197.991	0	3.885	630	604.999	3409.966	0	113	1731.982	4374.567	1560	6.989	98.032	660.622	266.234	282.085	2453.911	1059.993	872.583	116	952.992	1.001	1089.285	1734.014	56	83.363	2741.457	5328.756
ENSMUSG00000001056	Nhp2	795.641	4414.745	1200.01	0	60	0	1020.001	2613.033	0	1357	2169.019	3497.432	584	43.011	917.968	716.378	78.766	645.915	2557.089	531.007	119.417	1589	1077.008	635.999	1876.715	2394.987	841	975.637	776.543	311.244
ENSMUSG00000001062	Vps9d1	1578	3	2710	62	1668	887.997	19	7547.004	916	1398	35	1882	607	21	621.001	1638.999	1650.999	3129	372	1244.001	123	924	349	3015	535.287	2493	477	2492	1138	4
ENSMUSG00000001065	Zfp276	1695.026	3	12.022	72.417	0	1	0	1270.997	0	0	901	700.011	0	10	674.138	5.791	16	1	408.664	28	34.107	73.542	7.39	328.03	884.294	9	395.056	13.533	0	0
ENSMUSG00000001076	C1ql4	0	0	0	0	0	0	0	0	0	0	94	0	0	2	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000001082	Mfsd10	3633	2213.999	20	0	33	2827.999	253	2834	0	775	359	2723.999	631	0	10	128	452	583	580	89.001	4058	18	1180.999	298	638.001	254.001	2023.999	1345	157	10
ENSMUSG00000001089	Luzp1	1356	447	1625	0	3228	1160.001	1078	3850	541	415	868	4133.999	665	8	470	778.999	595	59	1440	2327.001	4641.001	814	1173.001	945.999	394.999	4703	496.999	1727	36	702
ENSMUSG00000001095	Slc13a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001098	Kctd10	75.882	0	38.414	0	0	9	1706.396	1729.887	0	5	1042.34	261.674	373.247	69.452	295	20.438	619.069	87.655	138.084	315.28	18.926	472.047	169.727	0	447.134	1492.826	18.234	1022.085	2307.467	0
ENSMUSG00000001100	Poldip2	652	2	1616	2	1	1938	799	7	691	2850.999	3436	885	684	133	1011.001	2820	1969	12	2475.012	661	2121.999	1610	3954	3402	2841	2987	33	45	2112	91.995
ENSMUSG00000001103	Sebox	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	487	0	0	0
ENSMUSG00000001105	Ift20	857	0	1940.001	1441	8	2434	2071.001	469	1915	2321	516	3711	2904.001	299	1856	2075.001	25	1184	2007	2370	1655	1668	1273	1045	1056	4255	338	772	1055	690
ENSMUSG00000001119	Col6a1	0	0	0	2	2513	0	0	0	0	0	0	1	0	21	794.003	0	740	0	1	0	8	1321	0	0	0	1	1	3	0	872
ENSMUSG00000001120	Pcbp3	424	4404	768.999	229	812	1245	161	0	0	1	1048	3306.999	13.004	9	238	1678	894	2064	2014.001	1098.001	39	356.999	940	0	1335.999	3771	6	298	2589	7171
ENSMUSG00000001123	Lgals9	0	0	0	0	0	0	905	0	0	0	336	0	1612	4	81	766	0	0	45	636	5	142	0	1841	0	71	60	0	0	0
ENSMUSG00000001127	Araf	4490.001	7587.999	6013	4225	5722.999	7181	4218	7489	6682	1282	7564.999	8791	1482	121	4621	5172	2674	5941.999	4780.999	2027	3791	3369.999	4443	4277.635	9559.904	8053	2390.001	2508	13243	14518
ENSMUSG00000001128	Cfp	139	0	1	65	0	1668	4	397	0	0	100	959	279	1	46	587	125	34	0	109	23	74	0	0	0	1	246	18	1	0
ENSMUSG00000001131	Timp1	1	0	0	1	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0
ENSMUSG00000001134	Uxt	0	0	524	0	0	73	2	0	132	18	334	0	0	10	227.999	2	1	28	0	0	8	365	14	239	0	0	1	130	745.978	0
ENSMUSG00000001138	Cnnm3	8	3	0	93	0	33	0	0	0	41	1148.22	1422	159	1	138	2	69	4132	14.106	279	2440.979	238	35	0	77	17	1139	1	1834	2.009
ENSMUSG00000001143	Lman2l	9	5442	803	45	3788	1217	19	3231	1334	1777	1021.001	4762	503	8	536	1609	1179.999	3359	1197.842	2507.909	100	286	2	3702.001	1178.005	462	1161	1	196	13
ENSMUSG00000001150	Mcm3ap	288	0	864.993	15	0	643	65	5464.371	1501.998	155	1048.343	331	896.39	26	1529	741	829	1015.001	3612.891	1128	136	658	0	1165	170	907	1234.001	645	6	1
ENSMUSG00000001151	Pcnt	1	0	0	0	1	297	774	1736	78	0	667	0	3	4	117.293	99	0	1	38	1170	33	204	548.015	3	0	42	415	1	0	5
ENSMUSG00000001155	Ftcd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001156	Mxd1	1683	890	856	3111	3585	148	533	0	0	3	663	108	0	30	259	475	307	0	14	0	46	434	0	18	0	0	372	577	987	472
ENSMUSG00000001157	Gmcl1	1607	1726	1513	0	3617	377	1113	6943	61	1383	1149.651	706	474	33	1524.999	2429	28	1	1382.001	888	2712	692	1960.004	1449	860.001	2162.587	2338.008	2189	1780	3
ENSMUSG00000001158	Snrnp27	104	3	1729	763	5736	767	885	1351	302	1664	2475	63	873	38	1601	1273	889	1407	1408	322	56	1757	880	2114	2892	1420	447	465	2652	2075
ENSMUSG00000001166	Oas1c	0	0	0	0	0	32	0	817	0	83	0	0	0	0	0	0	0	0	0	176	10	0	0	0	1	66	4	364	0	0
ENSMUSG00000001168	Oas1h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001173	Ocrl	1932.381	0	1856	806	957	1414	272	5907.999	104	604	185	3	7	31	1084	2599	687	4	4277	877	160	1638.999	2461.999	70	1683	2434.999	1297.999	1969	201	11
ENSMUSG00000001175	Calm1	19959	72249.79	55201.999	23164.587	60396.751	38268.911	56815.765	59320.934	39550	72811.871	65666.929	48210	31737.001	12746	58413.885	73750.845	29777	41720	68882.946	26544.929	18161	69673.811	46803.999	30152	80274.965	95342.858	30257	11649	72023.86	58849
ENSMUSG00000001211	Agpat3	1313	7565.001	2328	3063	5384	1374	2436	128	0	1239	1031.999	2631	560	213	1500.002	1389.001	633	3889	670	838	36	1411	2214	918	1224	30	7	660	516	1841.158
ENSMUSG00000001225	Slc26a3	1	1	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	3	0	0	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000001227	Sema6b	882	0	2	44	10	807	24	16	187	215	194	1377	327	49	151	142	377	668	919	312	414	263	17	66	262	22	173	154	386	30
ENSMUSG00000001228	Uhrf1	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000001229	Dpp9	429	3993	561	1079	442	3715	769.999	5	19	593	37	7048	268	12	340	231	656	24	102	134	154	524	752	443	197	1021	397	506	161	2355
ENSMUSG00000001240	Ramp2	0	0	0	1	4666	324.999	1222	547.999	2.205	1089.713	562.827	1489	0	1	41.204	269.001	295	0	409	301.001	27	50	0	1	170.999	1382.999	307.999	0	1094	1722.001
ENSMUSG00000001247	Lsr	0	0	0	0	0	39.989	0	0	0	0	0	0	0	0	0	0	1.082	0	0	1	0	0	0	0	0	3	0	0	2	0
ENSMUSG00000001248	Gramd1a	8597	12119.001	7789	541	0	6612.997	1825.665	2806.773	4580.999	871	2698	2936	3484.996	307	3796	176	2995.999	154	2671	3111.001	2496.001	2742.993	1127	4032	3579	1537.001	5079	2416	3520	7780.999
ENSMUSG00000001249	Hpn	482	0	406	0	0	0	0	0	0	0	35	0	2	0	0	0	0	0	0	0	1	0	0	210.001	1	0	0	2	0	0
ENSMUSG00000001260	Gabrg1	0	3	253	0	0	2709	269	0	0	0	2986	0	643	8	304	31	0	0	0	28	5	494	1	1	0	0	0	0	0	4
ENSMUSG00000001270	Ckb	7052.001	37254.999	27277	20820.999	30160.001	17683	41929	24378.001	10860	21861.002	21971	9349.001	14297	2837	22465.001	36103	13034.001	23726.001	20031.999	9537	9054	30283.001	31243	19564	25124.999	18795.999	19542	11928	23687	25025
ENSMUSG00000001280	Sp1	5	4	1	200	59.004	880	9	5	1	353	1083	22	585	11	445	1372.849	2	5	113.375	119.679	6	661	1880.987	1	3	30	2	4	3	0
ENSMUSG00000001281	Itgb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001285	Myg1	0	0	5	333	0	0	0	2740.651	815.755	1	224	1383.272	5	19	273	393.236	1203	2929.343	135.059	267.999	75.047	448.998	2121.016	133	511.999	1264.668	444.092	2	95	1
ENSMUSG00000001288	Rarg	0	10	0	0	0	0	518	0	0	0	238	200	419	5	57	371	0	0	0	0	26	86	2	0	30	1	145	12	0	0
ENSMUSG00000001289	Pfdn5	2407	0	2125	3203	6358	2111	6465	165.349	3462.245	5014	4498	3793.73	1944	428.001	3648	4387.764	2783	5139.656	1961.94	1008	2306.953	4554	2717.983	5837	1418	2903.331	924.906	4547	2977.001	5858
ENSMUSG00000001300	Efnb2	1126	3150	1007	207.047	386	1539.793	700	4	2332	0	2288	2006	934	21	148	22	1716	2842	65	595	133	294	7	22	1188	20	1145	4.004	1312	6511
ENSMUSG00000001305	Rrp15	844	0	12	1144	0	1477	3	2570	3	468	0	26	2	5	364	647	2	975	6	16	38	582	232	0	304	104	155	375	1225	1
ENSMUSG00000001313	Rnd2	0	0	45	8164	2168	1170	3818	0	0	513	2844	5618	1627.082	62	2881	2649	783	908	903	64	99	3197	2368	2186	1119	15	193	2088	169	2
ENSMUSG00000001323	Srr	2541.665	0	1010.483	2425.22	2	98	845.581	2276.014	26.815	907.725	116	4175.368	288.289	321	1478.4	774.781	1362.926	1493.37	4350.353	878.933	138.024	1414.218	762.821	362.832	3062.058	3930.904	1324.675	1.623	4137.763	4649.325
ENSMUSG00000001333	Sync	0	0	0	0	0	0	0	0	1	0	3.077	0	0	0	0	3.007	1	0	1.012	3.061	0	0	0	0	0	44.879	0	1	0	0
ENSMUSG00000001334	Fndc5	23	0	1485	158	7718	2303	301	0	0	2996	237	586	0	23	632	496	0	2597	815	996	63	703	1473	860	428	4192	643	127	1519	6837
ENSMUSG00000001348	Acp5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	74	0	0	0	0	0	5	150	1	0	676.951	1	0	0	0	0
ENSMUSG00000001349	Cnn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001366	Fbxo9	903	11022	140	0	1306	1094	3452	6268.001	0	942	684.999	2903	192	32	1188.813	4187.999	543	3905	3496.001	1265	5370	2000	1227	918.001	3872.141	6908.144	1572	400	3590	4268
ENSMUSG00000001376	Vps50	2187	2	5194.001	5035.001	19	3106	1907	4726.999	6827.999	171	1837.999	6703.734	2926	24.973	2306	1176	3071	1216.096	6403	2468	6827.001	587	1015	193	3227.002	2362.001	4	853	8	4
ENSMUSG00000001380	Hars	1521.392	2	1385.494	325	3493	3922.545	3427.633	1641	28.874	1328	3825.204	1752	835.04	48	1802.97	1624.884	1247.709	1	3587.295	1814.871	270.997	1361	878.43	1026	3354.471	2604.638	2098.392	1052	6802.917	355
ENSMUSG00000001383	Zmat2	674.498	9253	3073	103	4088	1965	2279	1379	1	1555	4806	3702	1685	1517	3317	5622.998	1716	2625.848	3140.987	1267	209	3170	2302	855	5003	6382.999	1522	1132	4700	3979
ENSMUSG00000001403	Ube2c	0	1	0	0	896	481	1	0	1	0	2.002	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
ENSMUSG00000001415	Smg5	9	161	469	0	0	15	1164.999	366.999	881	5	38	423	133	202	2016.474	214	3	6	275	1538.001	52	623	233	317	303	54	194.999	675	326	281
ENSMUSG00000001416	Cct3	1621	8927	6467.999	21	2518	2045	2427.001	3818	500	776	1817	1	1997	94	4292	2221	379	6974.999	1471.999	1214	3380.999	4241.001	381	1366	5241	6692	0	14	1841.001	1885.999
ENSMUSG00000001418	Glmp	17	1	832	5276	2216	4	314	558.317	17.003	1707.998	756	2	2606	22.171	794.002	270.376	897.241	2	168	416	13.008	530	9.022	1858.001	1045.999	1230.999	4	332.013	1142.003	35.009
ENSMUSG00000001419	Mef2d	17	1	2095.805	0	1810.896	1365.878	65.294	2252.123	1671.521	1736.373	2366.704	594	866.23	1726.988	1580.808	1641.661	690.777	313	2519.227	1797.146	658	2642.703	1894.137	1643.871	2411.135	3406.105	70.485	795.392	1180.769	10.209
ENSMUSG00000001420	Tmem79	0	0	0	0	0	0	2	0	0	0	17	0	0	0	2	40	0	0	3	8	2	1	0	0	0	18	0	51	0	0
ENSMUSG00000001424	Snd1	835	1	89	1006	1	1236.999	1469	1821	1888	1283	857	5628	1620	642	2483	1811	1028	5	98	1935	1941.999	800	986	346	1344	750	1807	0	6164	0
ENSMUSG00000001435	Col18a1	0	2	0	712	0	172	1	0	0	0	0	0	0	3	3	0	13	0	1	0	0	0	0	0	23	0	0	0	0	0
ENSMUSG00000001436	Slc19a1	0	0	0	1	0	673	3	10	0	203	4	1723.999	0	1	0	31	0	0	0	0	27	3	177	0	417	0	16	1193	0	0
ENSMUSG00000001440	Kpnb1	3	0	3899.758	0	1915	2922.312	4179	149.779	3119.678	178.532	2608.598	12	3939.702	19	1141.453	6048.662	1763.724	2312	2392.022	1884.895	554	1673.433	2684.362	1783	994.528	3482.51	2152.926	695	4712.981	4285
ENSMUSG00000001441	Npepps	1170.001	2	3970.001	47	7800	1994.968	983	13	753	3318.999	2852	2973	1283	46	1665	2278	2341.001	6563.676	580	1832	3687.838	2329	2557	2625.999	4447.047	2695.001	226	216	2567.999	43
ENSMUSG00000001444	Tbx21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	11	0
ENSMUSG00000001445	Mrpl10	0	48.695	2375.398	76	4817.261	13.47	1648	1430.391	2	45	1770.611	2998.69	1085.369	32	1519.417	553	1191.45	1966.241	3610.537	591	147	1827.278	3	606	600	2232.256	480.575	3884.726	1252.224	7
ENSMUSG00000001467	Cyp51	75	0	1	0	0	1276	7249.679	5873.907	1456	21	2627.822	2023	946.526	53	1646	2413	1361	0	1505	301	1192.654	2722	369	0	1451.636	112	1379.727	53	685	6558
ENSMUSG00000001472	Tcf25	6097.22	2241.484	10316.999	3152	10439.999	13900.894	6109.998	7930.001	3682	3324.001	8252.001	1803	6502	180	6222	10265.001	7707	6921.999	8378.001	5368.999	8356	7042	4480	3828	11452	13634.998	2867.999	5474	3049	3904
ENSMUSG00000001473	Tubb6	138.147	0	0	0	0	0	1.002	0	0	0	1.001	0	0	0	0	1011.607	0	0	0	0	0	0	0	1.001	0	1	0	1	0	0
ENSMUSG00000001482	Def8	0	2	267	0	1267	1112	1609	0	1238	1	883	2276	408	7	165	55	0	0	17	55	7	222	383	0	51	163	0	1	557	2474
ENSMUSG00000001493	Meox1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	110	969	0	0	0	0	3	208	0	0	0	0	0	0	0	0
ENSMUSG00000001494	Sost	0	2.765	0	1	27	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	224	0	1	0	0	0	0	47
ENSMUSG00000001496	Nkx2-1	0	0	0	0	0	1	0	0	3	0	90	0	0	1	0	3	0	0	1	1	1	0	34	2	0	0	0	0	0	1
ENSMUSG00000001497	Pax9	0	1	1	3	0	0	0	0	0	1	0	0	0	2	1	0	0	3	0	1	0	1	1	0	0	1	1	0	0	1
ENSMUSG00000001504	Irx2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	1	0	0	0	0	35	0	1	2.111
ENSMUSG00000001506	Col1a1	4	11	12	2	0	452.058	4	0	0	0	4	0	5	0	1	0	0	0	7.879	301	1	0	1	0	2	2	5	1	2	8
ENSMUSG00000001507	Itga3	0	0	0	986	0	600	3	0	0	0	0	0	6	0	0	155	0	0	43	8	86	0	18	0	911	4	754	460	188	0
ENSMUSG00000001508	Sgca	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000001510	Dlx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001517	Foxm1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	50	0	1	0	0	0	314	0	0	0	0
ENSMUSG00000001518	Itfg2	696	0	127	48	0	140	394	266	3	449	431.999	973	2	10	454	1066	898.999	12	0	74.001	38.001	395.999	572.999	996	479	35	13	1204	0	7
ENSMUSG00000001520	Nrip2	2	0	1	7	0	3	207	1	0	1	460	53	53	15	397.001	113	7	0	1525	105	62	636.001	714.001	0	1337.999	27	23	2508	0	851
ENSMUSG00000001521	Tulp3	1390	2	176	650	0	511	3	5.432	1018	202	15	529	309.362	723	171	2	579	3	1331	98	13	244	1	3	2	73	122	5	0	4199
ENSMUSG00000001524	Gtf2h4	638	9970	883	0	2120	0	0	2016	173	63	293	0	0	10	649.001	12	1	0	7	1	35	179	1	1	409	3	372.001	0	8	0
ENSMUSG00000001525	Tubb5	1574.467	10166.299	4753.307	7050.839	14698.598	9577.234	2613.07	11350.81	5140.344	5001.055	6539.834	4669.702	1819.396	2339.545	4224.947	7182.685	3463.169	2462.841	7615.544	4121.552	651.385	6654.204	2791.216	6171.438	12017.669	15055.878	1065.084	346.244	5622.802	7522.93
ENSMUSG00000001542	Ell2	3	0	91	1517	0	1339	162	4	5193	10	504	379	69	9	372	2	265	2	4486	1065	68.999	640.999	2.045	154	175	1110	283	0	21	5.001
ENSMUSG00000001552	Jup	4	0	769	27	1871	1284	128	3.17	1	583	655	1.957	425	3	118	420	1	23	532	37	10	169	524.761	269	3	5	1	18	125.999	2594
ENSMUSG00000001555	Fkbp10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	152	20	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001558	Klhl10	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
